Date,Open,High,Low,Close,Adj Close,Volume,MACD,PPO,CCI,ROC,Stochastic Oscillator,Williams_r,SMA_20,SMA_50,SMA_100,EMA_20,EMA_50,EMA_100,Bollinger_Bands_L,Bollinger_Bands_M,Bollinger_Bands_H,OBV,Chaikin,MFI,ATR,Open_RSI,Close_RSI,DJI_Volume,DJI_Open_SMA50,gold_Movement_gold_Open,gold_Open_RSI,gold_Close_RSI,usdeur_Open,usdeur_Adj Close,usdeur_Open_SMA50,oil_Volume,oil_Diff_close,usdcny_Open,usdcny_Close,usdcny_High
2020-10-01,100.0,100.0,100.0,100.0,100.0,0,0.0,0.0,0.0,0.0,50.0,-50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,0.0,50.0,0.0,100.0,100.0,373450000,27599.450625,-8.9000244140625,42.730777063521664,48.81953397566041,0.8529700040817261,0.8528000116348267,0.8474622023105621,443442,-1.5,6.789700031280518,6.789700031280518,6.789999961853027
2020-10-02,100.0,100.0,100.0,100.0,100.0,0,0.0,0.0,0.0,0.0,50.0,-50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0,0.0,50.0,0.0,100.0,100.0,392770000,27611.0590234375,9.800048828125,45.42978082100274,47.051913328849864,0.8514900207519531,0.8514299988746643,0.8472432029247284,391428,-1.6700019836425781,6.789400100708008,6.789400100708008,6.78980016708374
2020-10-05,100.02999877929688,100.04000091552734,99.99500274658203,99.99500274658203,99.99500274658203,10725,-0.0003986412983039145,-0.00039864277394759205,100.00000000000001,0.0,0.0,-100.0,99.99833424886067,99.99833424886067,99.99833424886067,99.99952407110305,99.99980402927773,99.99990104448678,99.99362279315514,99.99833424886067,100.0030457045662,-10725,-1.0,100.0,0.0,100.0,0.0,318210000,27636.89921875,5.0,46.80718569483784,49.97763777464577,0.8531000018119812,0.8532099723815918,0.8471416032314301,378579,2.170001983642578,6.78980016708374,6.78980016708374,6.78980016708374
2020-10-06,100.01000213623047,100.02999877929688,100.01000213623047,100.02999877929688,100.02999877929688,10080,0.002085282132398447,0.002085242942662631,119.98779371374553,0.0,77.77212614445575,-22.227873855544253,100.00625038146973,100.00625038146973,100.00625038146973,100.00242642426437,100.00098813712161,100.00049703923548,99.97852620020214,100.00625038146973,100.03397456273731,-645,-0.031002162941600575,100.0,0.0,58.21204874160119,88.2927969422408,435030000,27672.230625,7.699951171875,48.94441832393471,47.36531288002906,0.8482999801635742,0.8479999899864197,0.8471102023124695,400531,1.4499969482421875,6.78980016708374,6.78980016708374,6.789999961853027
2020-10-07,99.94999694824219,99.95999908447266,99.91999816894531,99.91999816894531,99.91999816894531,6350,-0.004767365374519272,-0.004767564939571247,-166.6666666666272,0.0,0.0,-100.0,99.98899993896484,99.98899993896484,99.98899993896484,99.99457611423398,99.99781205993823,99.99890300220002,99.91567771554388,99.98899993896484,100.0623221623858,-6995,-0.2575952863192782,76.63061844736133,0.0,24.766703813169244,22.13558314465736,328750000,27701.068828125,-32.5,41.38597896089557,43.597973719750755,0.8519799709320068,0.8519600033760071,0.8470858013629914,433065,-0.7199974060058594,6.78980016708374,6.78980016708374,6.789999961853027
2020-10-08,99.98999786376953,99.99500274658203,99.9717025756836,99.99500274658203,99.99500274658203,650,-0.004098648648252379,-0.004098822683916625,-15.862178469354179,0.0,62.502384131222584,-37.497615868777416,99.99000040690105,99.99000040690105,99.99000040690105,99.99461674588618,99.997701890787,99.9988257694155,99.9229173059889,99.99000040690105,100.05708350781319,-6345,-0.2281963675597914,77.17687438091875,0.0,46.73622358565832,49.771730765018,314750000,27740.2772265625,18.9000244140625,46.554907004862926,44.945338059237315,0.8499400019645691,0.8497999906539917,0.8471166014671325,409787,1.2399978637695312,6.789700031280518,6.789700031280518,6.78980016708374
2020-10-09,99.97000122070312,99.9800033569336,99.94000244140625,99.94000244140625,99.94000244140625,1820,-0.007915505772473352,-0.007916168809972687,-89.78819906442983,0.0,16.669845508296778,-83.33015449170323,99.98285784040179,99.98285784040179,99.98285784040179,99.98941538355476,99.99543916728187,99.99766095103908,99.91157211190732,99.98285784040179,100.05414356889627,-8165,-0.2756118143459916,72.43747801158925,0.0,40.38695838417772,38.87549653822158,324050000,27783.601015625,16.300048828125,50.6009353413631,52.49763528446131,0.8498299717903137,0.8498340249061584,0.8472692012786865,331703,-0.5900001525878906,6.7891998291015625,6.7891998291015625,6.789700031280518
2020-10-12,99.95999908447266,99.97000122070312,99.94000244140625,99.94000244140625,99.94000244140625,5685,-0.010815715704296736,-0.01081703533672874,-78.09211116805207,0.0,16.669845508296778,-83.33015449170323,99.97750091552734,99.97750091552734,99.97750091552734,99.98470938906442,99.99326517803185,99.99651919837308,99.90504434759727,99.97750091552734,100.04995748345742,-2480,-0.39224015859529876,60.779177208517744,0.0,37.632990123419674,38.875496538221576,493680000,27828.836796875,14.699951171875,53.98422726907478,53.16931555835717,0.8464999794960022,0.8462499976158142,0.847227201461792,322035,-1.1699981689453125,6.693699836730957,6.693699836730957,6.753300189971924
2020-10-13,99.97899627685547,99.98999786376953,99.96320343017578,99.96499633789062,99.96499633789062,3635,-0.010970888829305636,-0.010972412762196357,-21.843787307812683,0.0,37.497615868777416,-62.502384131222584,99.97611151801215,99.97611151801215,99.97611151801215,99.9828319556193,99.99215659606554,99.99589498331402,99.90734815856611,99.97611151801215,100.04487487745818,1155,-0.4364755242996446,64.43944734595375,0.0,45.26693302358651,45.198512371759755,526110000,27873.289375,-2.0999755859375,53.42134367484226,45.343882001945005,0.8464400172233582,0.8463000059127808,0.8471500015258789,375470,0.7700004577636719,6.744999885559082,6.7444000244140625,6.759500026702881
2020-10-14,100.0,100.0,99.9749984741211,99.9749984741211,99.9749984741211,3985,-0.010169547631591058,-0.010171043988943928,5.755977558206353,0.0,45.8325386229258,-54.1674613770742,99.97600021362305,99.97600021362305,99.97600021362305,99.98208590976233,99.99148372853831,99.99548119105278,99.91076214472086,99.97600021362305,100.04123828252524,5140,-0.4887849823864351,67.74030399363966,0.0,52.2291632523547,47.537363191566136,370800000,27914.623203125,-32.2000732421875,45.574408888414744,48.421625231948845,0.8514999747276306,0.8516299724578857,0.8472522008419037,328295,0.8400001525878906,6.745500087738037,6.745500087738037,6.746399879455566
